Store_ID,subprovince,Title,URL,Competitor
51,Phu Tho,The Pizza Company Vincom Việt Trì - TP. Việt Trì,"https://www.google.com/maps/place/The+Pizza+Company+Vincom+Vi%E1%BB%87t+Tr%C3%AC/@21.3121866,105.3932333,17z/data=!4m8!3m7!1s0x31348d4f4313b487:0x97d00a9f8ade9da9!8m2!3d21.3121816!4d105.3958082!9m1!1b1!16s%2Fg%2F11cmg7m7kr?authuser=0&hl=vi&entry=ttu&hl=vi",TPC
52,Bac Ninh,The Pizza Company Vincom Bắc Ninh - TP. Bắc Ninh,"https://www.google.com/maps/place/The+Pizza+Company+Vincom+B%E1%BA%AFc+Ninh/@21.1778839,106.0700274,17z/data=!4m8!3m7!1s0x31350d45ac903f11:0x7b1645a0091210e!8m2!3d21.1778789!4d106.0726023!9m1!1b1!16s%2Fg%2F11gmcjr7_1?authuser=0&hl=vi&entry=ttu&hl=vi",TPC
53,Hai Phong,The Pizza Company Tô Hiệu - Q.Lê Chân,"https://www.google.com/maps/place/The+Pizza+Company/@20.851696,106.6803108,17z/data=!4m8!3m7!1s0x314a7b85cf5aba79:0x79fbee8cca042206!8m2!3d20.851691!4d106.6828857!9m1!1b1!16s%2Fg%2F11gzqmdd74?authuser=0&hl=vi&entry=ttu&hl=vi",TPC
54,Hai Phong,The Pizza Company Lạch Tray - Q. Lê Chân,"https://www.google.com/maps/place/The+Pizza+Company/@20.835829,106.6935022,17z/data=!4m8!3m7!1s0x314a7bec06abf57d:0xfb2d97cb16ab5a27!8m2!3d20.835824!4d106.6960771!9m1!1b1!16s%2Fg%2F11hzzwz04_?authuser=0&hl=vi&entry=ttu&hl=vi",TPC
55,Nam Dinh,The Pizza Company Nam Định,"https://www.google.com/maps/place/The+Pizza+Company/@20.4339457,106.1601454,17z/data=!4m8!3m7!1s0x3135e72732d61cfb:0x7d83c731bcb253f0!8m2!3d20.4339407!4d106.1627203!9m1!1b1!16s%2Fg%2F11g0ngdt7q?authuser=0&hl=vi&entry=ttu&hl=vi",TPC
56,Thanh Hoa,The Pizza Company Nguyễn Kim - TP. Thanh Hóa,"https://www.google.com/maps/place/The+Pizza+Company/@19.8073487,105.7746798,17z/data=!4m8!3m7!1s0x3136f9476bf954eb:0xbcf15251ff3121b1!8m2!3d19.8073437!4d105.7772547!9m1!1b1!16s%2Fg%2F11g_qlnj9b?authuser=0&hl=vi&entry=ttu&hl=vi",TPC
57,Nghe An,The Pizza Company Quang Trung - TP. Vinh,"https://www.google.com/maps/place/The+Pizza+Company+Quang+Trung+-+Vinh/@18.668937,105.6714821,17z/data=!4m8!3m7!1s0x3139ce6485e79e1b:0x2d8ab37f3502f3a8!8m2!3d18.6689319!4d105.674057!9m1!1b1!16s%2Fg%2F11dfq6z2dz?authuser=0&hl=vi&entry=ttu&hl=vi",TPC
58,Nghe An,The Pizza Company Nguyễn Văn Cừ - TP. Vinh,"https://www.google.com/maps/place/The+Pizza+Company/@18.6773752,105.6839316,17z/data=!4m8!3m7!1s0x3139cfcb14aea46f:0x3a6f209a78ef3d32!8m2!3d18.6773701!4d105.6865065!9m1!1b1!16s%2Fg%2F11hfp0cwzs?authuser=0&hl=vi&entry=ttu&hl=vi",TPC
59,Hue,The Pizza Company Vincom Huế - TP. Huế,"https://www.google.com/maps/place/The+Pizza+Company/@16.4630917,107.591956,17z/data=!4m8!3m7!1s0x3141a1a1372a7339:0xa9966a992b6d7ce5!8m2!3d16.4630866!4d107.5945309!9m1!1b1!16s%2Fg%2F11f5tcvr26?authuser=0&hl=vi&entry=ttu&hl=vi",TPC
60,Da Nang,The Pizza Company Nguyễn Văn Thoại - Q. Sơn Trà,"https://www.google.com/maps/place/The+Pizza+Company+Nguy%E1%BB%85n+V%C4%83n+Tho%E1%BA%A1i+(%C4%90%C3%A0+N%E1%BA%B5ng)/@16.0551237,108.2393684,17z/data=!4m8!3m7!1s0x3142171db74068d5:0x6b6a51dfe4542bf4!8m2!3d16.0551186!4d108.2419433!9m1!1b1!16s%2Fg%2F11h3q7glr2?authuser=0&hl=vi&entry=ttu&hl=vi",TPC
61,Da Nang,The Pizza Company Co.opmart Đà Nẵng - Q. Thanh Khê,"https://www.google.com/maps/place/The+Pizza+Company+Co.op+Mart+%C4%90%C3%A0+N%E1%BA%B5ng/@16.066734,108.1845872,17z/data=!4m8!3m7!1s0x3142198e70921439:0x549cd358295c0cdb!8m2!3d16.0667289!4d108.1871621!9m1!1b1!16s%2Fg%2F11s84_q0r6?authuser=0&hl=vi&entry=ttu&hl=vi",TPC
62,Nha Trang,The Pizza Company 23/10 - TP. Nha Trang,"https://www.google.com/maps/place/The+Pizza+Company/@12.2504991,109.1755122,17z/data=!4m8!3m7!1s0x31705da05d11a601:0xb1ed958b03948962!8m2!3d12.2504939!4d109.1780871!9m1!1b1!16s%2Fg%2F11gl21ht0t?authuser=0&hl=vi&entry=ttu&hl=vi",TPC
63,HCM,The Pizza Company Nguyễn Thái Học - Q. 1,"https://www.google.com/maps/place/The+Pizza+Company+Nguy%E1%BB%85n+Th%C3%A1i+H%E1%BB%8Dc/@10.767351,106.6929575,17z/data=!4m8!3m7!1s0x31752f158b4720cf:0xb001e0f6e2726234!8m2!3d10.7673457!4d106.6955324!9m1!1b1!16s%2Fg%2F11bxgmgxp0?authuser=0&hl=vi&entry=ttu&hl=vi",TPC
64,HCM,The Pizza Company Vincom Thảo Điền - TP. Thủ Đức,"https://www.google.com/maps/place/The+Pizza+Company+Vincom+Th%E1%BA%A3o+%C4%90i%E1%BB%81n/@10.8028239,106.7396868,17z/data=!4m8!3m7!1s0x31752613e22509f1:0x8a751e0d418e23c9!8m2!3d10.8028186!4d106.7422617!9m1!1b1!16s%2Fg%2F11dftfm6n7?authuser=0&hl=vi&entry=ttu&hl=vi",TPC
65,Hai Phong,The Pizza Company AEON Mall Hải Phòng - Q. Lê Chân,"https://www.google.com/maps/place/The+Pizza+Company+Aeon+Mall+H%E1%BA%A3i+Ph%C3%B2ng/@20.833204,106.6802892,17z/data=!4m8!3m7!1s0x314a71f06d9e56df:0x3645338226d0405!8m2!3d20.833199!4d106.6828641!9m1!1b1!16s%2Fg%2F11lgybc4dq?authuser=0&hl=vi&entry=ttu&hl=vi",TPC
66,Ha Noi,The Pizza Company Nguyễn Văn Lộc - Q. Hà Đông,"https://www.google.com/maps/place/The+Pizza+Company/@20.9847888,105.7836455,17z/data=!4m8!3m7!1s0x3135adc84cd1de9d:0xf6e23e9d98ab87f5!8m2!3d20.9847838!4d105.7862204!9m1!1b1!16s%2Fg%2F11sfrvr7sc?authuser=0&hl=vi&entry=ttu&hl=vi",TPC
67,Ha Noi,The Pizza Company The Manor - Q. Nam Từ Liêm,"https://www.google.com/maps/place/The+Pizza+Company/@21.013529,105.7730436,17z/data=!4m8!3m7!1s0x31345316263d308b:0x6df09ee4edefc295!8m2!3d21.013524!4d105.7756185!9m1!1b1!16s%2Fg%2F11s5gd7rsv?authuser=0&hl=vi&entry=ttu&hl=vi",TPC
68,Da Nang,The Pizza Company Nguyễn Văn Linh - Q. Hải Châu,"https://www.google.com/maps/place/The+Pizza+Company+Nguy%E1%BB%85n+V%C4%83n+Linh/@16.0608058,108.2201597,17z/data=!4m8!3m7!1s0x31421916cac6883f:0x627157d2b1ac51ce!8m2!3d16.0608007!4d108.2227346!9m1!1b1!16s%2Fg%2F11s5gcyn2y?authuser=0&hl=vi&entry=ttu&hl=vi",TPC
69,HCM,The Pizza Company Cửu Long - Q.10,"https://www.google.com/maps/place/The+Pizza+Company+C%E1%BB%ADu+Long/@10.7826041,106.6591707,17z/data=!4m8!3m7!1s0x31752fb521ed0e53:0xb1a72fcf2e228ea2!8m2!3d10.7825988!4d106.6617456!9m1!1b1!16s%2Fg%2F11s8pfzq_5?authuser=0&hl=vi&entry=ttu&hl=vi",TPC
70,Nha Trang,The Pizza Company Panorama Hùng Vương - TP. Nha Trang,"https://www.google.com/maps/place/The+Pizza+Company+Panorama+%E2%80%93+Nha+Trang/@12.2403357,109.1922341,17z/data=!4m8!3m7!1s0x31706738f4e0aa41:0x351eed4c1a09054e!8m2!3d12.2403305!4d109.194809!9m1!1b1!16s%2Fg%2F11jzt924sm?authuser=0&hl=vi&entry=ttu&hl=vi",TPC
71,Bac Ninh,The Pizza Company Lê Thái Tổ - TP. Bắc Ninh,"https://www.google.com/maps/place/The+Pizza+Company+L%C3%AA+Th%C3%A1i+T%E1%BB%95+-+TP.+B%E1%BA%AFc+Ninh/@21.1682195,106.0525693,17z/data=!4m8!3m7!1s0x313509184f394341:0xe87eb02ff0461bdf!8m2!3d21.1682145!4d106.0551442!9m1!1b1!16s%2Fg%2F11k3kp36ql?authuser=0&hl=vi&entry=ttu&hl=vi",TPC
72,Ha Noi,The Pizza Company Nguyễn Thị Định - Q. Thanh Xuân,"https://www.google.com/maps/place/The+Pizza+Company/@21.0078402,105.8022904,17z/data=!4m8!3m7!1s0x3135ad3ce38f3745:0xd3624a22c5793506!8m2!3d21.0078352!4d105.8048653!9m1!1b1!16s%2Fg%2F11twxwb8hm?authuser=0&hl=vi&entry=ttu&hl=vi",TPC
73,Thai Nguyen,The Pizza Company Lương Ngọc Quyến - TP Thái Nguyên,"https://www.google.com/maps/place/The+Pizza+Company/@21.5911398,105.8240583,17z/data=!4m8!3m7!1s0x3135273e4c693af1:0x14ae528eea3e0505!8m2!3d21.5911348!4d105.8266332!9m1!1b1!16s%2Fg%2F11kq_3z840?authuser=0&hl=vi&entry=ttu&hl=vi",TPC
74,Dong Nai,The Pizza Company Võ Thị Sáu Biên Hòa,"https://www.google.com/maps/place/The+Pizza+Company+V%C3%B5+Th%E1%BB%8B+S%C3%A1u+-+Bi%C3%AAn+H%C3%B2a/@10.9471341,106.8266155,17z/data=!4m8!3m7!1s0x3174df2899139a9d:0x508e50a2e17a10fc!8m2!3d10.9471288!4d106.8291904!9m1!1b1!16s%2Fg%2F11vk3w5kkc?authuser=0&hl=vi&entry=ttu&hl=vi",TPC
